comment,likes,comment_type,author,date,mf_care_harm_score,mf_care_harm_polarity,mf_fairness_cheating_score,mf_fairness_cheating_polarity,mf_loyalty_betrayal_score,mf_loyalty_betrayal_polarity,mf_authority_subversion_score,mf_authority_subversion_polarity,mf_sanctity_degradation_score,mf_sanctity_degradation_polarity,mf_liberty_oppression_score,mf_liberty_oppression_polarity,love_concept,commitment_view,jealousy_attitude,relationship_structure,individualism,traditionalism,openness,conformity,hedonism,universalism,emotional_valence,emotional_intensity,emotions,stance,confidence,argument_type,key_claims,underlying_assumptions,complexity_level,internal_consistency,openness_to_dialogue,moral_sophistication
처음에 지입으로 말하네 ㅎㅎ 원래 질투가 심했었다고 그렇게 훈련같은 소리하네 ㅎㅎ그냥 다음 대타 하나 구해놓는걸 이쁘게 포장하네 ㅎㅎ 스페어 타이어처럼 항상 하나헤어질껄 대비해서 하나식 구비하다보니그렇게 된거겠지 ㅎㅎㅎ 여자는 분홍색 남자는 파랑색 이딴 논문 하나보고 개소리하는거 가소롭다 ㅎㅎ애를 안키워봤으니 저런 소릴하지 ㅎㅎㅎ우리는 사회적으로 그런 관계를 그냥 색파로 부르기로 합의를 봤어요ㅎㅎㅎ선그라스 끼고 화상카메라에 나오신분 ㅎㅎ 순수한 사랑요? 예예 ㅎㅎㅎㅎㅎㅎㅎ,2,원댓글,@지선아사랑해,2025. 9. 9. 오후 9:32:31,4,negative,5,negative,5,negative,3,negative,4,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,2,1,negative,4,"분노,조롱,혐오",anti_polyamory,5,moral,"다자연애는 진정한 사랑이 아니다,다자연애는 배신과 속임수를 포함한다,다자연애는 사회적 규범에 어긋난다","사랑은 배타적이어야 한다,관계는 신뢰와 충성심에 기반해야 한다,사회적 합의는 따라야 한다",2,4,1,2
젊은나이에 잘못된 신념가지고 당당하게 행동하시네.. 머리만 있지 사생활은 비상식적이네... 징그럽다. 태도를 합리화 시키려는 말빨이 사기꾼같아보임. 화성인보다 불쾌녀느낌이 드네요... 좋은 머리로 아님을 빨리 깨우치시길.. 싫타...,4,원댓글,@youngjus8760,2025. 9. 9. 오후 6:05:07,4,negative,3,negative,4,negative,3,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"혐오감,불쾌감,분노,경멸",anti_polyamory,5,personal,"다자연애는 잘못된 신념이다,다자연애는 비상식적이다,다자연애를 옹호하는 사람은 사기꾼 같다","일부일처제가 유일하고 올바른 관계 형태이다,다자연애는 불안정하고 비윤리적이다,개인의 자유보다 사회적 규범이 우선한다",2,4,1,2
다들 너무 뭐라 한다.. 욕심이 많고 순간순간 소중할 수 있지,0,원댓글,@김석영-m5w,2025. 9. 27. 오전 7:36:22,3,positive,2,neutral,1,negative,2,positive,1,neutral,4,positive,inclusive,flexible,manageable,undefined,4,2,4,2,3,3,positive,2,"sympathy,understanding,acceptance",pro_polyamory,3,personal,"다자연애도 소중한 감정을 포함할 수 있다,다자연애에 대한 과도한 비난은 부당하다","개인의 감정적 욕구는 존중받아야 한다,다자연애는 개인의 선택의 문제이다",2,4,3,3
화성인이 아니라 부도덕인 아닌가요?,0,원댓글,@쿠크다스-m5y,2025. 9. 22. 오후 4:12:10,3,negative,4,negative,5,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"disgust,judgment,condemnation",anti_polyamory,5,moral,다자연애는 부도덕하다.,"일부일처제가 정상적인 관계 형태이다.,관계는 독점적이어야 한다.,다자연애는 관계에 대한 약속을 어기는 행위이다.",1,4,1,1
아그러지마요배우고배운지성인이왜그래요제작진들은왜그래요아이들이배울까두렵습니다당장이방송때려치우기바라면서근실한방송보내주시기부탁드립니다국민일동,5,원댓글,@Rh-nd7zb,2025. 9. 10. 오후 2:04:20,5,negative,2,neutral,3,negative,3,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,5,"fear,disgust,anger,worry",anti_polyamory,5,moral/cultural,"다자연애는 아이들에게 부정적인 영향을 미친다.,다자연애 방송은 중단되어야 한다.","다자연애는 비도덕적이다.,방송은 사회적 책임을 져야 한다.,아이들은 건전한 가치관을 배워야 한다.",1,4,1,2
아니 뭐 욕먹고 싶으셔서 나오셨나,0,원댓글,@XxNo-ys3ur,2025. 9. 18. 오후 3:31:10,4,negative,3,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,3,"disapproval,judgment,concern",anti_polyamory,4,moral,"다자연애는 사회적으로 용납될 수 없는 행위이다,다자연애를 드러내는 것은 비난을 자초하는 것이다","일부일처제는 보편적인 도덕적 규범이다,개인의 행동은 사회적 평가로부터 자유로울 수 없다",2,4,1,2
"본인들끼리 동의하에 연애하는데 가족도 아닌 제3자의 입장에서 거짓된 사랑이다 미친 거냐 평가하는 게 맞는 걸까 싶네요... 숨기거나 동의 없이 사귄 거면 모를까 ㅠ 이걸 왜 방송에 내보내냐는 의견도 참 이해가 안 되네요 방송에 동성애 나오고 다자연애 나온다고 애들이 배울 거라고 생각하면 범죄 사건도 기사화되면 안 되는 거죠 범죄를 배울 가능성이 생기는 거니까요 ㅎㅎ 다자연애가 이해가 안 될 수도 있고 거부감이 들 수도 있는 건 당연한 현상인데 욕을 하거나 방송을 내리라는 등의 모습은 바람직하지 않아 보입니다 저도 거부감이 들지만 저분들이 다자연애 한다고 제가 피해를 보는 것도 아니고 범죄도 아니고 심지어 당사자들끼리 행복하게 살고 있는데 뭘 더 말할까요... 아이들이 이런 거 보고 배운다고 다 내리라 할 게 아니라 아이들이 스스로 비판적인 사고를 할 수 있도록 가정에서 교육해야 하는 거 아닌가요? 정보화시대에 잘못된 정보, 거짓 정보가 얼마나 많은데요... 이런 논리로는 아이들에게 핸드폰조차 사 주면 안 됩니다 이게 본인들이 거북해서 지나치게 개입하며 평가하는 걸 자녀 핑계로 정당화하는 게 아니면 뭔가요? 아이들이 온실 속 화초도 아니고 아이 핑계로 방송을 내리니 마니... 이러니까 요즘 애들이 그렇게 본인 생각밖에 못하고 능동적으로 못 사는 거예요",0,원댓글,@oa.m_0,2025. 9. 19. 오후 11:43:41,4,positive,5,positive,2,neutral,3,neutral,1,negative,5,positive,inclusive,flexible,manageable,egalitarian,5,1,5,1,3,4,positive,3,"reason,tolerance,mild_anger",pro_polyamory,4,moral,"합의된 관계는 존중받아야 한다,타인의 자유를 침해하는 간섭은 부당하다,비판적 사고 능력을 키우는 교육이 중요하다","개인은 자신의 삶을 스스로 결정할 권리가 있다,사회는 다양성을 포용해야 한다,지나친 보호는 개인의 성장을 저해한다",4,5,4,4
8:06 ?? ㅋㅋㅋㅋㅋ 그냥 웃기네,0,원댓글,@m1y-c2k,2025. 9. 9. 오후 10:16:22,2,negative,3,negative,4,negative,1,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,1,negative,3,"amusement,contempt,disbelief",anti_polyamory,4,personal,,"일부일처제가 정상적인 관계 형태이다,다자연애는 비정상적이고 우스꽝스럽다",1,3,1,1
신석기에 살다왔네 법의 태두리안에 윤리적으로 살게끔 만들어 발전한게 인간사인데 현대 문물은 다 사용하면서 뇌의 윤리적인 부분은 구석기 신석기 시대에 사네요,2,원댓글,@언제나황,2025. 9. 13. 오전 9:05:24,2,negative,1,negative,3,negative,3,negative,2,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"contempt,disgust,frustration",anti_polyamory,5,moral,"다자연애는 비윤리적이다.,다자연애는 사회의 퇴보를 의미한다.","인간은 윤리적으로 발전해왔으며, 다자연애는 이러한 발전을 거스르는 행위이다.,법과 윤리는 사회 질서를 유지하는 데 필수적이다.",2,4,1,2
공부를 잘해서 미친걸까,0,원댓글,@Daejaesuck,2025. 9. 15. 오후 6:50:16,3,negative,4,negative,4,negative,2,negative,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,3,4,2,4,2,3,negative,3,"doubt,confusion,concern",anti_polyamory,4,moral,다자연애는 비정상적인 행동이다.,"일부일처제가 정상적인 관계 형태이다.,다자연애는 도덕적으로 문제가 있을 수 있다.",2,4,2,2
진짜 놀고들 자빠졌네.,5,원댓글,@데미안-r8c,2025. 9. 10. 오후 1:45:16,2,negative,3,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,2,negative,4,"분노,혐오,경멸",anti_polyamory,5,moral,"다자연애는 진지한 관계가 아니다,다자연애는 부도덕하다","일부일처제가 유일하게 올바른 관계 형태이다,사랑은 배타적이어야 한다",1,4,1,1
그개 무슨 사랑 여러명 하구 즐기는거네,0,원댓글,@조미경-t9f,2025. 9. 20. 오후 6:41:51,4,negative,3,negative,4,negative,2,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,2,negative,3,"disapproval,discomfort,skepticism",anti_polyamory,4,moral,"다자연애는 사랑이 아닌 쾌락 추구이다.,다자연애는 한 사람에게 헌신하지 않는 행위이다.","사랑은 독점적이어야 한다.,진정한 관계는 한 사람에게 헌신하는 것이다.",1,4,1,2
다자연애 궁금하긴 했는데 실제로 보니까 뭔가... 이상해..😮,1,원댓글,@ooo_iee,2025. 9. 9. 오후 3:01:56,3,negative,4,negative,5,negative,2,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,3,4,2,4,2,3,negative,3,"discomfort,confusion,disgust",anti_polyamory,2,personal,다자연애는 이상하다,"사랑은 독점적 관계여야 한다,관계는 두 사람 사이에서만 형성되어야 한다,질투는 자연스러운 감정이다",2,4,2,2
이쁜애들이 그랬으면 ㅋㅋㅋㅋ 어쩜 풉,2,원댓글,@a4513401,2025. 9. 14. 오후 7:08:14,2,negative,1,neutral,2,negative,1,neutral,1,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,3,2,negative,3,"contempt,amusement,disbelief",anti_polyamory,4,personal,"다자연애는 외모가 중요하지 않은 사람들이나 하는 것이다.,다자연애는 비웃을 만한 것이다.","외모가 매력적인 사람은 다자연애를 할 필요가 없다.,다자연애는 정상적인 관계 형태가 아니다.",1,5,1,1
만다고 따로 만나냐? 구찬구로그냥 다같이 만나고 한방에서 다자고 그래라,1,원댓글,@봉-z4d,2025. 9. 9. 오후 6:33:04,2,negative,1,neutral,3,negative,1,neutral,4,negative,2,negative,exclusive,absolute,natural,hierarchical,2,4,1,4,2,2,negative,3,"disgust,annoyance,judgment",anti_polyamory,4,moral,"다자연애는 비효율적이고 부적절하다,다자연애는 성적으로 문란하다","진정한 사랑은 독점적이다,모든 관계 구성원은 동등하게 만족해야 한다,성적인 자유는 통제되어야 한다",2,4,1,2
여자랑은 플라토닉러브 남자랑은 육체적인..ㅋ,0,원댓글,@이정훈-n2g,2025. 9. 14. 오후 9:23:41,2,neutral,3,negative,2,negative,1,neutral,2,negative,3,positive,complex,flexible,undefined,hierarchical,4,2,4,2,4,3,neutral,2,"amusement,casualness",pro_polyamory,3,personal,서로 다른 성별과의 관계에서 다른 종류의 만족을 추구한다,"각 관계는 서로 다른 욕구를 충족시켜줄 수 있다,관계는 고정된 형태가 아니라 유동적일 수 있다",3,4,3,3
성향존중좀 이 분은 솔찍하게 앞에서 깐거고 아닌척 뒤에서 음흉한거보다 100배 낫다.호기심이 많다는건 지능이 높다는거다 학벌보니 확실히 알겟네,1,원댓글,@대한민국-l1i,2025. 9. 13. 오후 11:57:04,3,positive,4,negative,2,neutral,1,neutral,1,neutral,4,positive,inclusive,flexible,manageable,egalitarian,4,2,5,2,3,3,positive,3,"approval,defense,confidence",pro_polyamory,4,moral,"솔직함이 음흉함보다 낫다,다자연애 성향을 존중해야 한다","다자연애는 개인의 성향일 수 있다,솔직함은 관계의 필수 요소다",2,4,3,3
바람도 아니고 당당히 합의하에 두 명이랑 연애하는건데 참견이 너무 많네요,0,↳ 답글,@Supportqueen04,2025. 9. 14. 오전 11:22:08,4,positive,5,positive,3,neutral,2,neutral,1,negative,5,positive,inclusive,flexible,manageable,egalitarian,4,2,5,2,3,3,positive,3,"defensive,assertive,indignant",pro_polyamory,4,moral,"합의된 다자연애는 비난받을 이유가 없다,개인의 선택은 존중받아야 한다","개인은 자신의 연애 방식을 자유롭게 선택할 권리가 있다,합의는 도덕적 행위의 중요한 기준이다",2,4,3,3
일반인들 나오는 프로그램은 댓글좀 막아라,0,원댓글,@bodley85,2025. 9. 16. 오전 1:15:38,4,negative,2,neutral,1,neutral,1,neutral,1,neutral,3,negative,undefined,undefined,undefined,undefined,3,2,3,3,2,4,negative,3,"불안,우려,짜증",neutral,4,personal,일반인 보호를 위해 댓글을 막아야 한다.,"일반인은 댓글에 취약하며 보호받아야 한다.,댓글은 일반인에게 해로운 영향을 미칠 수 있다.",2,4,2,2
저런걸 이해하라고????도데체 커가는 애들이 무얼 보고 배울까???너들끼리 음지로 가라,0,원댓글,@정아-c9l,2025. 9. 27. 오전 8:33:12,4,negative,2,neutral,3,negative,3,negative,4,negative,2,negative,exclusive,absolute,natural,hierarchical,2,5,1,5,1,1,negative,4,"분노,혐오,불안",anti_polyamory,5,moral/cultural,"다자연애는 아이들에게 부정적인 영향을 미친다,다자연애는 사회적으로 용납될 수 없다","전통적인 가족 형태가 가장 이상적이다,사회적 규범을 따르는 것이 중요하다",2,4,1,2
인도가는게 낫겟다,0,원댓글,@CrimsonHex1,2025. 9. 16. 오후 9:55:32,1,negative,3,negative,4,negative,2,negative,3,negative,2,negative,exclusive,absolute,natural,hierarchical,2,4,1,4,1,2,negative,3,"disgust,contempt,dismissal",anti_polyamory,4,cultural,"다자연애는 특정 문화권에서만 용인될 수 있다,다자연애는 한국 사회에 적합하지 않다","일부일처제가 보편적인 이상적인 관계 모델이다,한국 사회는 전통적인 가치를 중시한다",1,3,1,2
와 정신 나가보임 ㅡㅡ,0,원댓글,@yoonkyeunghan,2025. 9. 15. 오후 3:37:25,3,negative,2,negative,3,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,2,1,negative,4,"disgust,judgment,disbelief",anti_polyamory,5,personal,다자연애는 비정상적이다.,"독점적인 관계가 정상이며 바람직하다.,정신적인 건강은 독점적인 관계에서 유지된다.",1,5,1,1
정형돈 안정환 좋은 사람으로생각 했는데 영~~사람 아니네,12,원댓글,@풀꽃향기-k7i,2025. 9. 8. 오후 9:52:45,3,negative,4,negative,5,negative,2,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,4,"disappointment,disgust,anger",anti_polyamory,5,personal,다자연애를 지지하는 사람은 '좋은 사람'이 아니다,"배타적 관계가 정상적이고 바람직하다,공인은 도덕적 기준을 지켜야 한다",1,3,1,2
제작진 문제지 ㅋ,7,↳ 답글,@용기이-n4p,2025. 9. 9. 오전 11:46:33,2,negative,3,negative,1,neutral,4,negative,1,neutral,2,negative,undefined,contextual,undefined,undefined,3,2,3,2,3,3,negative,3,"불만,비판,실망",neutral,4,moral,다자연애 관련 프로그램에서 발생한 문제의 책임은 제작진에게 있다.,"제작진은 출연자들의 관계에 영향을 미칠 수 있는 힘을 가지고 있다.,제작진은 출연자들의 행복과 안전을 고려해야 할 책임이 있다.",1,5,1,2
​@@용기이-n4p제작진만?그냥 나와서 한소리해줄 수있는 서장훈같은 엠씨를 원한다,0,↳ 답글,@장순-x7u,2025. 9. 10. 오후 1:56:31,3,negative,4,negative,2,negative,3,negative,1,neutral,3,negative,undefined,undefined,undefined,undefined,3,2,4,3,3,3,negative,3,"불만,기대,요구",neutral,4,personal,"현재 제작진에 대한 불만,서장훈과 같은 엠씨 필요","서장훈은 문제점을 지적하고 해결할 능력이 있다.,현재 제작진은 문제점을 해결할 의지가 부족하다.",2,4,3,2
쟤네가 뭘 햇는데 ㅋㅋㅋㅋ 저거에 동조를 한 것도 아니고 별 억까를;,8,↳ 답글,@개똥이-o1t,2025. 9. 10. 오후 3:21:58,4,positive,3,negative,1,neutral,2,neutral,1,neutral,4,positive,inclusive,flexible,manageable,fluid,4,2,5,2,3,4,negative,3,"분노,반감,옹호",pro_polyamory,4,moral,"다자연애자에 대한 비난은 부당하다,다자연애자들은 비난받을 만한 행동을 하지 않았다","다자연애는 비난받을 이유가 없는 개인의 선택이다,비난은 정당한 이유가 있을 때만 가능하다",2,4,3,3
​@@장순-x7u그냥 서장훈 좋아하는 얘기겠죠 서장훈 나와도 찬성은 안함 ㅋㅋ,0,↳ 답글,@용기이-n4p,2025. 9. 11. 오전 1:41:04,1,neutral,1,neutral,1,neutral,1,neutral,1,neutral,1,neutral,undefined,undefined,undefined,undefined,2,3,2,3,2,2,neutral,2,"mild_disapproval,personal_preference",anti_polyamory,3,personal,다자연애에 찬성하지 않는다,다자연애는 개인적으로 받아들이기 어렵다,1,4,2,1
